Con_LOC,CON_LOCAL,CON_LITERAL,CON_INVOCATION,CON_IF,CON_CONDITIONAL,CON_SWITCH,CON_VAR_ACC,CON_TYPE_ACC,CON_FIELD_ACC,CON_ASSERT,CON_ASSIGN,CON_TYPED_ELE,CON_PACKAGE,LOC_Extracted_Method,Num_Variable,Num_local,Num_Literal,Num_Invocation,Num_If,Num_Conditional,Num_Switch,Num_Var_Ac,Num_Type_Ac,Num_Field_Ac,Num_Assign,Num_Typed_Ele,Num_Package,ratio_LOC,Ratio_Variable_Access,Ratio_Variable_Access2,Ratio_Field_Access,Ratio_Field_Access2,Ratio_Type_Access,Ratio_Type_Access2,Ratio_Typed_Ele,Ratio_Typed_Ele2,Ratio_Package,Ratio_Package2,Coh_Pacakge
58,2,0,23,4,0,0,41,38,31,0,1,134,164,9,1,0,1,2,1,0,0,4,5,3,0,21,14,0.13432835820895522,0.5,0.2857142857142857,0.5,0.2857142857142857,0.3333333333333333,0.1111111111111111,0.5,0.3333333333333333,0.12195121951219512,0.06666666666666667,0.013550135501355013
