Src_LOC,Src_Num_local,Src_Num_Literal,Src_Num_Invocation,Src_Num_Loop,Src_Num_While,Src_Num_For,Src_Num_If,Src_Num_Conditional,Src_Num_Switch,Src_Num_Var_Ac,Src_Num_Field_Ac,Src_Num_Arr_Ac,Src_Num_Assert,Src_Num_Assign,LOC_Extracted_Method,Num_local,Num_Literal,Num_Invocation,Num_Loop,Num_While,Num_For,Num_If,Num_Conditional,Num_Switch,Num_Var_Ac,Num_Field_Ac,Num_Arr_Ac,Num_Assert,Num_Assign,Ratio_Variable_Access,Ratio_Field_Access,Ratio_Invocation,Ratio_Type_Access,Ratio_Typed_Ele,Ratio_Modifiable,Ratio_Package
4,1,4,8,1,1,0,5,0,0,11,10,0,0,0,2,0,2,2,0,0,0,1,0,0,7,7,0,0,2,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,1.0
2,0,3,0,0,0,0,1,0,0,3,3,0,0,0,2,0,2,2,0,0,0,1,0,0,7,7,0,0,2,1.0,1.0,0.0,1.0,1.0,0.0,1.0
6,2,1,5,0,0,0,0,0,0,8,4,0,0,0,4,2,0,5,0,0,0,0,0,0,6,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
7,2,0,11,0,0,0,0,0,0,9,2,0,0,0,2,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0.5,0.0,0.0,0.0,0.5,0.0,0.5714285714285714
8,3,8,8,0,0,0,4,0,0,13,2,0,0,0,4,3,4,7,1,0,0,1,0,0,11,1,0,0,0,1.0,0.5,0.0,0.3333333333333333,1.0,0.0,1.0
1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,54,9,24,114,0,0,0,0,0,0,77,9,0,0,3,1.0,1.0,1.0,1.0,1.0,0.0,1.0
6,6,13,32,0,0,0,5,0,0,38,0,0,0,0,1,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,1.0
1,0,2,0,0,0,0,1,0,0,1,1,0,0,0,3,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
2,1,1,2,0,0,0,0,0,0,3,2,0,0,0,2,1,1,9,0,0,0,2,1,0,20,9,0,0,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
7,5,2,5,0,0,0,0,1,0,11,4,2,0,0,13,5,12,15,0,0,0,2,5,0,39,8,0,0,2,1.0,1.0,0.0,1.0,1.0,0.0,1.0
5,2,3,2,0,0,0,0,0,0,7,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,2,0,2,0,0,0,0,0,0,3,0,0,0,0,3,1,2,2,0,0,0,1,0,0,6,1,0,0,0,1.0,0.25,0.0,0.0,1.0,0.0,0.4444444444444444
4,1,1,3,0,0,0,0,0,0,7,2,0,0,0,3,1,1,2,0,0,0,0,0,0,4,2,0,0,0,1.0,0.0,0.0,0.4,1.0,0.0,1.0
2,1,0,7,0,0,0,0,0,0,8,0,0,0,0,9,5,4,7,0,0,0,1,0,0,16,1,0,0,0,1.0,0.0,0.0,0.625,1.0,0.0,1.0
2,0,0,2,0,0,0,1,0,0,3,1,0,0,0,2,1,2,5,1,0,0,2,0,0,8,0,0,1,0,0.0,0.0,0.0,0.5,0.5,0.0,1.0
4,3,2,3,0,0,0,0,0,0,10,0,0,0,0,6,10,12,19,1,0,1,6,0,0,42,3,0,0,3,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,1,0,0,2,0,0,8,0,0,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
5,0,5,15,0,0,0,0,0,0,5,0,0,0,0,8,3,5,13,0,0,0,0,0,0,11,1,0,0,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
5,0,5,15,0,0,0,0,0,0,5,0,0,0,0,8,3,5,13,0,0,0,0,0,0,11,1,0,0,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
10,6,20,28,1,0,0,3,0,0,36,6,0,0,0,1,0,2,2,0,0,0,0,0,0,5,0,0,0,0,0.5,0.0,0.0,0.3333333333333333,0.5,0.5,0.0
