Src_LOC,Src_Num_local,Src_Num_Literal,Src_Num_Invocation,Src_Num_Loop,Src_Num_While,Src_Num_For,Src_Num_If,Src_Num_Conditional,Src_Num_Switch,Src_Num_Var_Ac,Src_Num_Field_Ac,Src_Num_Arr_Ac,Src_Num_Assert,Src_Num_Assign,LOC_Extracted_Method,Num_local,Num_Literal,Num_Invocation,Num_Loop,Num_While,Num_For,Num_If,Num_Conditional,Num_Switch,Num_Var_Ac,Num_Field_Ac,Num_Arr_Ac,Num_Assert,Num_Assign,Ratio_Variable_Access,Ratio_Field_Access,Ratio_Invocation,Ratio_Type_Access,Ratio_Typed_Ele,Ratio_Modifiable,Ratio_Package
2,0,0,3,0,0,0,0,0,0,4,0,0,0,0,2,1,2,2,1,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
2,2,2,6,1,0,0,0,0,0,6,0,0,0,0,1,2,2,5,1,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,2,1,9,0,0,0,0,0,0,10,1,0,0,0,1,2,2,5,1,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,0,2,1,0,0,0,1,0,0,3,3,0,0,1,3,0,2,1,0,0,0,1,0,0,4,3,0,0,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0
15,4,9,16,0,0,0,0,0,0,18,7,4,0,3,4,0,6,4,0,0,0,0,0,0,4,4,4,0,0,0.0,0.0,0.0,0.36363636363636365,1.0,0.0,0.5217391304347826
3,7,15,13,0,0,0,6,0,0,31,5,0,0,2,2,7,21,13,0,0,0,6,0,0,25,5,0,0,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0
12,10,10,16,0,0,0,4,1,0,30,0,0,0,1,6,5,4,9,0,0,0,2,0,0,17,0,0,0,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0
19,16,9,62,0,0,0,0,5,1,91,17,0,0,5,14,9,11,37,0,0,0,1,5,1,63,14,0,0,3,1.0,1.0,1.0,1.0,1.0,0.0,1.0
6,0,4,7,0,0,0,0,0,0,11,6,0,0,1,1,0,0,3,0,0,0,0,0,0,5,2,0,0,0,0.4,0.4,0.0,0.3333333333333333,0.4,0.0,1.0
9,5,10,17,0,0,0,1,0,0,18,2,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25,5,24,39,0,0,0,0,0,0,31,6,0,0,0,8,1,9,6,0,0,0,0,0,0,8,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
25,5,24,39,0,0,0,0,0,0,31,6,0,0,0,6,0,4,18,0,0,0,0,0,0,8,0,0,0,0,0.0,0.0,0.0,0.6,0.6,0.0,0.6
7,3,7,9,0,0,0,5,0,0,17,0,0,0,2,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.2857142857142857
7,3,7,9,0,0,0,5,0,0,17,0,0,0,2,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.2857142857142857
7,5,2,18,1,0,0,2,1,0,20,11,0,0,0,1,0,1,3,0,0,0,0,0,0,2,2,0,0,0,0.5,0.5,0.25,0.16666666666666666,0.5,0.0,0.3125
6,4,4,13,1,1,0,2,0,0,22,12,0,0,0,9,3,2,7,0,0,0,1,0,0,14,5,0,0,1,0.5,0.5,0.0,1.0,1.0,0.0,1.0
3,4,13,15,1,0,0,8,0,0,24,10,0,0,0,3,1,5,1,1,0,0,2,0,0,5,2,0,0,0,1.0,1.0,0.0,0.75,1.0,0.0,1.0
4,1,2,5,0,0,0,2,0,0,6,2,0,0,0,3,1,3,4,0,0,0,1,1,0,6,1,0,0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.8333333333333334
9,12,23,30,1,0,1,8,1,0,74,27,0,0,15,4,5,4,10,1,0,1,1,1,0,22,5,0,0,3,1.0,0.3333333333333333,0.6666666666666666,0.5,1.0,0.0,0.34615384615384615
9,6,0,53,0,0,0,0,0,0,39,13,0,0,0,1,0,0,11,0,0,0,0,0,0,4,1,0,0,0,0.25,0.0,0.5,0.5,0.5,0.0,1.0
11,7,1,52,0,0,0,0,0,0,43,14,0,0,0,1,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0.5,0.0,0.5,0.5,0.5,0.0,0.2
9,6,0,53,0,0,0,0,0,0,39,13,0,0,0,1,0,0,11,0,0,0,0,0,0,4,1,0,0,0,0.5,0.3333333333333333,0.5,0.5,0.5,0.0,0.2857142857142857
11,7,1,52,0,0,0,0,0,0,43,14,0,0,0,1,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0.16666666666666666,0.0,0.5,0.5,0.5,0.0,0.2
7,4,3,14,0,0,0,2,0,0,15,0,0,0,0,2,0,2,5,0,0,0,1,0,0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.375
1,2,3,14,1,0,1,6,0,0,34,27,0,0,3,2,3,3,5,1,0,1,2,0,0,11,3,0,0,0,1.0,1.0,0.5,0.16666666666666666,1.0,0.5,0.72
2,5,59,198,0,0,0,81,14,0,338,174,0,0,0,2,1,1,17,0,0,0,6,0,0,19,6,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.17543859649122806
3,2,1,8,0,0,0,2,0,0,15,6,0,0,0,2,0,0,2,0,0,0,1,0,0,5,3,0,0,0,0.6666666666666666,0.6666666666666666,0.0,0.5,0.6666666666666666,0.0,0.5
4,3,14,11,0,0,0,1,2,0,18,4,0,0,0,1,0,8,2,0,0,0,0,1,0,7,2,0,0,0,1.0,0.0,0.5,0.5,1.0,0.0,0.0
2,1,0,8,0,0,0,0,1,0,6,3,0,0,0,2,1,0,8,0,0,0,0,1,0,6,3,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
31,15,61,66,1,0,1,15,0,0,181,136,0,0,15,1,2,20,23,0,0,0,12,0,0,80,56,0,0,6,1.0,1.0,1.0,0.4090909090909091,1.0,0.0,0.4878048780487805
8,6,9,14,1,1,0,4,0,0,28,3,0,0,5,2,3,3,5,1,1,0,0,0,0,11,0,0,0,2,1.0,0.0,0.0,0.5,1.0,0.0,0.5333333333333333
2,0,2,1,0,0,0,1,0,1,14,0,0,0,0,2,0,3,3,0,0,0,2,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15,3,11,23,1,0,0,1,0,0,5,0,0,0,1,4,3,5,5,1,0,0,1,0,0,7,0,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4,1,3,9,0,0,0,0,0,0,7,4,0,0,0,2,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,1,3,9,0,0,0,0,0,0,7,4,0,0,0,2,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,10,56,54,1,1,0,17,0,0,164,84,0,0,10,4,1,4,3,0,0,0,1,0,0,13,10,0,0,1,0.5,0.5,0.5,0.4,0.5,0.0,0.1111111111111111
2,2,1,7,0,0,0,1,0,1,10,6,0,0,0,4,3,1,4,0,0,0,1,0,1,14,6,0,0,3,1.0,0.0,0.0,1.0,1.0,0.0,1.0
4,1,2,1,0,0,0,1,0,0,8,3,0,0,0,4,3,1,4,0,0,0,1,0,1,14,6,0,0,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0
6,5,0,9,1,0,0,0,1,0,13,0,0,0,0,4,4,0,6,1,0,0,0,1,0,10,0,0,0,0,1.0,0.0,0.0,0.6666666666666666,1.0,0.0,1.0
1,0,0,13,0,0,0,0,0,0,10,0,0,0,0,7,4,4,10,0,0,0,0,0,0,10,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461
1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,7,4,4,10,0,0,0,0,0,0,10,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,6,4,12,0,0,0,0,0,0,13,4,0,0,0,7,4,4,10,0,0,0,0,0,0,10,3,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
1,0,0,1,0,0,0,0,0,0,9,0,0,0,0,7,4,4,10,0,0,0,0,0,0,10,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666
4,2,2,5,0,0,0,1,0,0,8,2,0,0,0,5,2,3,5,0,0,0,1,0,0,9,2,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
8,3,4,14,0,0,0,3,0,0,24,4,0,1,3,4,1,5,4,0,0,0,2,0,0,5,0,0,1,0,1.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.5
